,year,league,team,squad_depth,avg_age,foreigners,avg_market_value,market_value,titles
296,2014,LaLiga,Levante UD,31,28.3,10,€1.40m,€43.45m,[]
297,2014,LaLiga,Elche CF,29,26.2,9,€1.33m,€38.60m,[]
298,2014,LaLiga,UD Almería,31,25.5,11,€1.24m,€38.30m,[]
299,2014,LaLiga,SD Eibar,25,28.7,3,€1.18m,€29.40m,['Spanish 2nd tier champion 13/14']
300,2015,LaLiga,FC Barcelona,32,26.4,16,€22.69m,€726.00m,"['Spanish Champion 14/15', 'Spanish Cup winner  14/15', 'Champions League Winner 14/15']"
301,2015,LaLiga,Real Madrid,30,25.3,17,€23.81m,€714.30m,[]
302,2015,LaLiga,Atlético de Madrid,30,25.9,17,€13.95m,€418.50m,[]
303,2015,LaLiga,Valencia CF,38,24.1,20,€6.68m,€254.00m,[]
304,2015,LaLiga,Sevilla FC,38,26.2,19,€6.06m,€230.30m,['Europa League Winner 14/15']
305,2015,LaLiga,Athletic Bilbao,28,27.4,1,€5.29m,€148.00m,[]
306,2015,LaLiga,Villarreal CF,28,25.8,10,€5.02m,€140.60m,[]
307,2015,LaLiga,Real Sociedad,32,26.0,6,€3.73m,€119.40m,[]
308,2015,LaLiga,Celta de Vigo,28,25.2,13,€3.25m,€91.10m,[]
309,2015,LaLiga,Málaga CF,33,27.5,23,€2.36m,€77.95m,[]
310,2015,LaLiga,Granada CF,33,26.3,19,€2.17m,€71.50m,[]
311,2015,LaLiga,RCD Espanyol Barcelona,33,25.6,9,€1.88m,€62.20m,[]
312,2015,LaLiga,Deportivo de La Coruña,30,28.7,11,€2.06m,€61.75m,[]
313,2015,LaLiga,SD Eibar,35,26.2,9,€1.62m,€56.60m,[]
314,2015,LaLiga,Real Betis Balompié,33,27.4,14,€1.71m,€56.40m,['Spanish 2nd tier champion 14/15']
315,2015,LaLiga,Sporting Gijón,29,25.2,8,€1.83m,€53.20m,[]
316,2015,LaLiga,Levante UD,31,27.8,10,€1.71m,€53.10m,[]
317,2015,LaLiga,Rayo Vallecano,35,28.4,13,€1.42m,€49.60m,[]
